cluster_id,C_albicans,C_glabrata,K_lactis,S_cerevisiae,unknown,species_count
Cluster7794,1,2,1,2,0,4
Cluster7795,1,1,1,1,0,4
Cluster7796,1,1,1,1,0,4
Cluster7797,1,1,1,0,0,3
Cluster7798,1,1,1,1,0,4
Cluster7799,1,1,1,1,0,4
Cluster78,1,1,1,1,0,4
Cluster780,0,0,1,0,0,1
Cluster7800,1,1,1,1,0,4
Cluster7801,1,1,1,1,0,4
Cluster7802,1,1,1,1,0,4
Cluster7803,1,1,1,1,0,4
Cluster7804,1,1,1,1,0,4
Cluster7805,0,1,0,0,0,1
Cluster7806,0,1,0,0,0,1
Cluster7807,1,1,1,1,0,4
Cluster7808,1,1,1,1,0,4
Cluster7809,1,1,1,1,0,4
Cluster781,0,0,0,1,0,1
Cluster7810,1,0,0,0,0,1
Cluster7811,1,0,0,0,0,1
Cluster7812,1,0,0,0,0,1
Cluster7813,1,0,0,0,0,1
Cluster7814,1,0,0,0,0,1
Cluster7815,1,0,0,0,0,1
Cluster7816,1,0,0,0,0,1
Cluster7817,1,0,0,0,0,1
Cluster7818,1,0,0,0,0,1
Cluster7819,1,0,0,0,0,1
Cluster782,0,0,1,0,0,1
Cluster7820,1,0,0,0,0,1
Cluster7821,1,2,1,2,0,4
Cluster7822,0,1,0,1,0,2
Cluster7823,0,1,0,1,0,2
Cluster7824,0,0,1,0,0,1
Cluster7825,1,0,0,0,0,1
Cluster7826,0,0,1,0,0,1
Cluster7827,0,1,1,1,0,3
Cluster7828,0,0,1,0,0,1
Cluster7829,1,0,0,0,0,1
Cluster783,0,0,1,0,0,1
Cluster7830,0,1,1,2,0,3
Cluster7831,1,0,0,0,0,1
Cluster7832,0,1,1,1,0,3
Cluster7833,0,0,1,0,0,1
Cluster7834,0,1,0,1,0,2
Cluster7835,0,0,0,1,0,1
Cluster7836,0,1,0,1,0,2
Cluster7837,0,1,0,0,0,1
Cluster7838,0,1,0,0,0,1
Cluster7839,0,0,0,1,0,1
Cluster784,0,0,1,1,0,2
Cluster7840,0,0,0,1,0,1
Cluster7841,1,0,0,0,0,1
Cluster7842,0,0,1,1,0,2
Cluster7843,0,0,1,0,0,1
Cluster7844,0,1,1,1,0,3
Cluster7845,1,0,0,0,0,1
Cluster7846,1,0,0,0,0,1
Cluster7847,1,0,0,0,0,1
Cluster7848,1,0,0,0,0,1
Cluster7849,1,0,0,0,0,1
Cluster785,1,0,0,0,0,1
Cluster7850,1,1,0,0,0,2
Cluster7851,1,0,0,0,0,1
Cluster7852,0,0,0,1,0,1
Cluster7853,1,0,0,0,0,1
Cluster7854,1,0,0,0,0,1
Cluster7855,0,1,0,0,0,1
Cluster7856,1,1,1,1,0,4
Cluster7857,1,1,1,1,0,4
Cluster7858,1,1,1,1,0,4
Cluster7859,1,1,1,1,0,4
Cluster786,1,0,0,0,0,1
Cluster7860,1,1,1,1,0,4
Cluster7861,1,1,1,1,0,4
Cluster7862,1,1,1,1,0,4
Cluster7863,1,1,1,1,0,4
Cluster7864,0,0,0,0,1,1
Cluster7865,0,1,0,0,0,1
Cluster7866,1,1,1,1,0,4
Cluster7867,1,1,1,1,0,4
Cluster7868,0,1,0,0,0,1
Cluster7869,1,0,0,0,0,1
Cluster787,1,0,0,0,0,1
Cluster7870,1,1,1,1,0,4
Cluster7871,0,0,0,0,1,1
Cluster7872,0,0,0,0,1,1
Cluster7873,0,0,0,0,1,1
Cluster7874,0,0,0,0,1,1
Cluster7875,0,0,0,0,1,1
Cluster7876,0,0,0,1,0,1
Cluster7877,1,1,1,1,0,4
Cluster7878,1,1,1,1,0,4
Cluster7879,0,0,0,1,0,1
Cluster788,0,0,0,0,1,1
Cluster7880,0,0,0,1,0,1
Cluster7881,1,0,0,0,0,1
Cluster7882,1,1,1,1,0,4
Cluster7883,1,1,1,1,0,4
Cluster7884,0,0,0,1,0,1
Cluster7885,1,1,1,2,0,4
Cluster7886,1,1,1,1,0,4
Cluster7887,1,1,1,1,0,4
Cluster7888,1,1,1,1,0,4
Cluster7889,1,1,1,1,0,4
Cluster789,0,1,0,0,0,1
Cluster7890,0,0,0,0,1,1
Cluster7891,1,1,1,1,0,4
Cluster7892,1,0,0,0,0,1
Cluster7893,0,1,0,0,0,1
Cluster7894,1,1,1,1,0,4
Cluster7895,0,0,0,1,0,1
Cluster7896,1,1,1,1,0,4
Cluster7897,1,0,0,0,0,1
Cluster7898,1,0,0,0,0,1
Cluster7899,0,1,1,1,0,3
Cluster79,1,1,1,1,0,4
Cluster790,0,0,1,0,0,1
Cluster7900,0,1,0,1,0,2
Cluster7901,1,0,0,0,0,1
Cluster7902,1,1,1,1,0,4
Cluster7903,1,0,0,0,0,1
Cluster7904,0,0,1,1,0,2
Cluster7905,1,1,1,1,0,4
Cluster7906,1,1,1,1,0,4
Cluster7907,1,1,1,1,0,4
Cluster7908,1,0,0,0,0,1
Cluster7909,1,0,0,0,0,1
Cluster791,0,1,0,1,0,2
Cluster7910,1,0,1,0,0,2
Cluster7911,1,1,1,1,0,4
Cluster7912,1,1,1,1,0,4
Cluster7913,1,1,0,1,0,3
Cluster7914,1,1,1,1,0,4
Cluster7915,1,1,1,1,0,4
Cluster7916,1,1,0,1,0,3
Cluster7917,1,1,1,1,0,4
Cluster7918,1,1,1,1,0,4
Cluster7919,1,1,1,1,0,4
Cluster792,0,0,1,0,0,1
Cluster7920,1,0,1,1,0,3
Cluster7921,1,0,0,0,0,1
Cluster7922,1,1,1,1,0,4
Cluster7923,1,1,1,1,0,4
Cluster7924,0,0,0,1,0,1
Cluster7925,1,1,1,1,0,4
Cluster7926,0,1,0,1,0,2
Cluster7927,0,1,0,0,0,1
Cluster7928,1,1,1,1,0,4
Cluster7929,1,0,0,0,0,1
Cluster793,0,0,0,1,0,1
Cluster7930,0,1,0,1,0,2
Cluster7931,0,0,0,1,0,1
Cluster7932,1,1,1,1,0,4
Cluster7933,0,0,1,0,0,1
Cluster7934,0,1,1,1,0,3
Cluster7935,1,0,0,0,0,1
Cluster7936,1,0,0,0,0,1
Cluster7937,0,0,0,0,1,1
Cluster7938,0,0,0,0,1,1
Cluster7939,0,1,1,1,0,3
Cluster794,0,0,1,0,0,1
Cluster7940,1,0,0,0,0,1
Cluster7941,0,0,0,1,0,1
Cluster7942,1,1,1,1,0,4
Cluster7943,0,0,0,1,0,1
Cluster7944,0,1,0,0,0,1
Cluster7945,0,1,0,0,0,1
Cluster7946,0,0,1,0,0,1
Cluster7947,0,1,0,0,0,1
Cluster7948,1,0,0,0,0,1
Cluster7949,1,0,0,0,0,1
Cluster795,0,1,0,0,0,1
Cluster7950,0,1,0,0,0,1
Cluster7951,0,1,0,0,0,1
Cluster7952,1,0,0,0,0,1
Cluster7953,1,0,0,0,0,1
Cluster7954,1,1,1,2,0,4
Cluster7955,1,1,1,1,0,4
Cluster7956,1,1,1,1,0,4
Cluster7957,0,0,1,1,0,2
Cluster7958,1,1,1,1,0,4
Cluster7959,1,1,1,1,0,4
Cluster796,1,0,0,0,0,1
Cluster7960,0,1,0,0,0,1
Cluster7961,1,1,1,1,0,4
Cluster7962,0,0,1,0,0,1
Cluster7963,1,0,0,0,0,1
Cluster7964,1,0,0,0,0,1
Cluster7965,0,0,0,1,0,1
Cluster7966,1,1,1,1,0,4
Cluster7967,1,1,1,1,0,4
Cluster7968,0,1,0,0,0,1
Cluster7969,1,1,1,1,0,4
Cluster797,0,1,0,0,0,1
Cluster7970,1,2,1,2,0,4
Cluster7971,1,0,0,1,0,2
Cluster7972,1,1,1,1,0,4
Cluster7973,1,1,1,1,0,4
Cluster7974,1,1,1,1,0,4
Cluster7975,1,1,0,2,0,3
Cluster7976,1,1,1,1,0,4
Cluster7977,1,1,1,1,0,4
Cluster7978,1,1,1,1,0,4
Cluster7979,1,1,1,2,0,4
Cluster798,0,0,1,0,0,1
Cluster7980,1,1,1,1,0,4
Cluster7981,1,0,0,0,0,1
Cluster7982,1,0,0,0,0,1
Cluster7983,0,0,0,1,0,1
Cluster7984,1,0,0,0,0,1
Cluster7985,1,0,0,0,0,1
Cluster7986,1,0,0,0,0,1
Cluster7987,0,0,0,0,1,1
Cluster7988,0,0,1,0,0,1
Cluster7989,0,0,0,0,1,1
Cluster799,0,0,0,1,0,1
Cluster7990,0,0,0,0,1,1
Cluster7991,0,0,0,0,1,1
Cluster7992,0,0,0,0,1,1
Cluster7993,0,1,1,1,0,3
Cluster7994,1,0,0,0,0,1
Cluster7995,1,0,0,0,0,1
Cluster7996,1,0,0,0,0,1
Cluster7997,0,1,0,0,0,1
Cluster7998,0,0,1,0,0,1
Cluster7999,0,0,0,1,0,1
Cluster8,1,0,0,0,0,1
Cluster80,1,1,1,1,0,4
Cluster800,1,1,1,1,0,4
Cluster8000,0,0,0,1,0,1
Cluster8001,0,0,0,1,0,1
Cluster8002,0,0,0,1,0,1
Cluster8003,0,1,0,1,0,2
Cluster8004,0,0,0,1,0,1
Cluster8005,1,0,0,0,0,1
Cluster8006,0,0,0,0,1,1
Cluster8007,0,0,0,1,0,1
Cluster8008,1,1,1,1,0,4
Cluster8009,0,0,0,1,0,1
Cluster801,0,1,0,1,0,2
Cluster8010,1,1,1,1,0,4
Cluster8011,1,1,1,1,0,4
Cluster8012,0,0,0,1,0,1
Cluster8013,0,0,0,1,0,1
Cluster8014,1,1,1,1,0,4
Cluster8015,1,0,0,0,0,1
Cluster8016,1,0,0,0,0,1
Cluster8017,1,0,0,0,0,1
Cluster8018,0,1,1,1,0,3
Cluster8019,0,0,1,1,0,2
Cluster802,0,0,0,1,0,1
Cluster8020,0,0,0,1,0,1
Cluster8021,1,1,1,1,0,4
Cluster8022,0,1,0,1,0,2
Cluster8023,1,1,1,1,0,4
Cluster8024,1,1,0,1,0,3
Cluster8025,1,1,1,1,0,4
Cluster8026,1,1,1,2,0,4
Cluster8027,1,0,0,1,0,2
Cluster8028,1,1,1,1,0,4
Cluster8029,1,1,1,1,0,4
Cluster803,1,1,1,1,0,4
Cluster8030,1,1,1,0,0,3
Cluster8031,1,1,1,1,0,4
Cluster8032,1,1,1,1,0,4
Cluster8033,1,1,1,1,0,4
Cluster8034,1,1,1,1,0,4
Cluster8035,1,0,1,2,0,3
Cluster8036,0,0,0,1,0,1
Cluster8037,1,1,1,1,0,4
Cluster8038,0,0,0,1,0,1
Cluster8039,0,0,0,1,0,1
Cluster804,1,1,1,1,0,4
Cluster8040,0,1,0,0,0,1
Cluster8041,1,0,0,0,0,1
Cluster8042,0,0,0,1,0,1
Cluster8043,0,1,0,0,0,1
Cluster8044,0,0,0,1,0,1
Cluster8045,1,0,0,0,0,1
Cluster8046,1,1,1,1,0,4
Cluster8047,1,0,0,0,0,1
Cluster8048,1,1,1,1,0,4
Cluster8049,1,1,1,1,0,4
Cluster805,1,1,1,1,0,4
Cluster8050,1,0,0,0,0,1
Cluster8051,0,0,0,1,0,1
Cluster8052,0,0,0,1,0,1
Cluster8053,0,0,0,1,0,1
Cluster8054,1,0,0,0,0,1
Cluster8055,1,0,0,0,0,1
Cluster8056,1,0,0,0,0,1
Cluster8057,1,0,0,0,0,1
Cluster8058,0,1,0,0,0,1
Cluster8059,1,0,0,0,0,1
Cluster806,1,1,1,1,0,4
Cluster8060,1,0,0,0,0,1
Cluster8061,1,1,1,1,0,4
Cluster8062,1,1,1,1,0,4
Cluster8063,1,1,1,2,0,4
Cluster8064,1,0,1,1,0,3
Cluster8065,1,1,1,1,0,4
Cluster8066,1,1,1,1,0,4
Cluster8067,1,1,1,1,0,4
Cluster8068,1,1,1,1,0,4
Cluster8069,1,1,1,1,0,4
Cluster807,1,1,1,1,0,4
Cluster8070,1,2,1,2,0,4
Cluster8071,1,1,1,1,0,4
Cluster8072,1,0,1,0,0,2
Cluster8073,1,1,1,1,0,4
Cluster8074,1,1,1,1,0,4
Cluster8075,1,1,1,1,0,4
Cluster8076,1,1,1,1,0,4
Cluster8077,1,0,1,2,0,3
Cluster8078,1,1,1,1,0,4
Cluster8079,1,1,1,1,0,4
Cluster808,1,1,1,1,0,4
Cluster8080,1,1,1,1,0,4
Cluster8081,1,1,1,1,0,4
Cluster8082,1,1,1,1,0,4
Cluster8083,1,1,1,1,0,4
Cluster8084,1,0,1,1,0,3
Cluster8085,1,1,1,1,0,4
Cluster8086,1,0,1,1,0,3
Cluster8087,1,1,1,1,0,4
Cluster8088,1,1,1,1,0,4
Cluster8089,1,1,0,1,0,3
Cluster809,1,1,1,1,0,4
Cluster8090,1,1,1,1,0,4
Cluster8091,1,0,0,0,0,1
Cluster8092,1,0,0,0,0,1
Cluster8093,1,1,1,1,0,4
Cluster8094,1,1,1,1,0,4
Cluster8095,0,0,0,1,0,1
Cluster8096,0,0,0,1,0,1
Cluster8097,1,0,0,0,0,1
Cluster8098,0,0,0,1,0,1
Cluster8099,0,0,0,1,0,1
Cluster81,1,1,1,1,0,4
Cluster810,1,1,1,1,0,4
Cluster8100,0,0,0,1,0,1
Cluster8101,0,1,0,1,0,2
Cluster8102,0,0,0,1,0,1
Cluster8103,1,0,0,0,0,1
Cluster8104,1,1,1,1,0,4
Cluster8105,1,1,1,1,0,4
Cluster8106,0,0,0,1,0,1
Cluster8107,1,2,1,2,0,4
Cluster8108,0,0,1,0,0,1
Cluster8109,1,0,0,0,0,1
Cluster811,1,1,1,1,0,4
Cluster8110,0,1,1,1,0,3
Cluster8111,0,0,0,1,0,1
Cluster8112,0,1,0,1,0,2
Cluster8113,0,0,0,1,0,1
Cluster8114,0,1,0,0,0,1
Cluster8115,0,0,1,0,0,1
Cluster8116,0,1,0,0,0,1
Cluster8117,0,0,0,1,0,1
Cluster8118,0,0,0,1,0,1
Cluster8119,1,1,1,1,0,4
Cluster812,1,1,1,1,0,4
Cluster8120,1,0,0,0,0,1
Cluster8121,1,0,0,0,0,1
Cluster8122,0,0,1,0,0,1
Cluster8123,1,1,0,0,0,2
Cluster8124,1,1,1,1,0,4
Cluster8125,1,1,1,1,0,4
Cluster8126,1,2,1,2,0,4
Cluster8127,1,1,1,1,0,4
Cluster8128,1,1,0,0,0,2
Cluster8129,1,1,0,0,0,2
Cluster813,1,0,0,0,0,1
Cluster8130,1,1,1,1,0,4
Cluster8131,1,1,1,1,0,4
Cluster8132,0,1,1,1,0,3
Cluster8133,1,0,0,0,0,1
Cluster8134,1,0,0,0,0,1
Cluster8135,1,0,0,0,0,1
Cluster8136,0,1,1,1,0,3
Cluster8137,0,0,1,0,0,1
Cluster8138,1,1,1,1,0,4
Cluster8139,1,1,1,1,0,4
Cluster814,1,1,1,1,0,4
Cluster8140,1,1,0,1,0,3
Cluster8141,1,1,1,1,0,4
Cluster8142,0,0,1,1,0,2
Cluster8143,0,0,0,1,0,1
Cluster8144,1,2,1,2,0,4
Cluster8145,1,1,1,1,0,4
Cluster8146,1,1,1,1,0,4
Cluster8147,1,1,1,1,0,4
Cluster8148,0,0,0,1,0,1
Cluster8149,0,0,0,1,0,1
Cluster815,0,1,0,0,0,1
Cluster8150,0,1,0,1,0,2
Cluster8151,0,1,0,0,0,1
Cluster8152,0,0,0,1,0,1
Cluster8153,1,0,0,0,0,1
Cluster8154,0,0,0,1,0,1
Cluster8155,0,1,0,0,0,1
Cluster8156,1,0,0,0,0,1
Cluster8157,1,0,0,0,0,1
Cluster8158,1,1,1,1,0,4
Cluster8159,1,0,1,1,0,3
Cluster816,1,1,1,1,0,4
Cluster8160,1,1,1,1,0,4
Cluster8161,1,1,1,1,0,4
Cluster8162,1,1,1,1,0,4
Cluster8163,1,1,1,1,0,4
Cluster8164,1,1,1,1,0,4
Cluster8165,1,1,1,1,0,4
Cluster8166,0,0,0,1,0,1
Cluster8167,1,0,0,0,0,1
Cluster8168,1,1,1,1,0,4
Cluster8169,0,1,0,0,0,1
Cluster817,0,0,1,0,0,1
Cluster8170,1,0,0,0,0,1
Cluster8171,1,0,1,1,0,3
Cluster8172,1,0,0,0,0,1
Cluster8173,1,1,1,1,0,4
Cluster8174,1,1,1,1,0,4
Cluster8175,1,1,0,0,0,2
Cluster8176,1,0,0,0,0,1
Cluster8177,0,0,1,1,0,2
Cluster8178,1,1,0,1,0,3
Cluster8179,0,0,1,0,0,1
Cluster818,1,1,1,1,0,4
Cluster8180,0,0,1,0,0,1
Cluster8181,0,1,0,0,0,1
Cluster8182,0,1,0,0,0,1
Cluster8183,0,1,0,0,0,1
Cluster8184,0,0,0,1,0,1
Cluster8185,0,0,0,1,0,1
Cluster8186,0,0,0,1,0,1
Cluster8187,0,0,0,1,0,1
Cluster8188,0,0,0,1,0,1
Cluster8189,1,1,1,1,0,4
Cluster819,1,0,0,0,0,1
Cluster8190,1,1,1,1,0,4
Cluster8191,1,0,0,0,0,1
Cluster8192,0,1,0,0,0,1
Cluster8193,1,1,0,1,0,3
Cluster8194,1,0,0,0,0,1
Cluster8195,0,1,1,1,0,3
Cluster8196,2,1,1,1,0,4
Cluster8197,0,0,1,0,0,1
Cluster8198,1,1,1,1,0,4
Cluster8199,0,1,1,1,0,3
Cluster82,1,1,1,1,0,4
Cluster820,1,1,1,1,0,4
Cluster8200,0,0,0,0,1,1
Cluster8201,1,0,0,0,0,1
Cluster8202,0,1,1,1,0,3
Cluster8203,1,0,0,0,0,1
Cluster8204,0,0,0,1,0,1
Cluster8205,1,0,0,0,0,1
Cluster8206,1,1,1,1,0,4
Cluster8207,1,0,0,0,0,1
Cluster8208,0,0,0,0,1,1
Cluster8209,1,1,1,1,0,4
Cluster821,0,1,0,0,0,1
Cluster8210,1,1,1,1,0,4
Cluster8211,1,1,1,1,0,4
Cluster8212,1,1,1,1,0,4
Cluster8213,1,1,1,1,0,4
Cluster8214,1,1,1,1,0,4
Cluster8215,1,1,1,1,0,4
Cluster8216,1,1,1,2,0,4
Cluster8217,1,2,1,2,0,4
Cluster8218,1,0,1,0,0,2
Cluster8219,1,2,1,1,0,4
Cluster822,1,1,1,1,0,4
Cluster8220,1,0,0,1,0,2
Cluster8221,1,0,0,0,0,1
Cluster8222,1,1,1,1,0,4
Cluster8223,1,1,1,1,0,4
Cluster8224,1,1,1,1,0,4
Cluster8225,1,1,1,1,0,4
Cluster8226,1,1,1,1,0,4
Cluster8227,1,1,1,1,0,4
Cluster8228,1,1,1,1,0,4
Cluster8229,1,2,1,1,0,4
Cluster823,1,1,1,1,0,4
Cluster8230,1,1,1,1,0,4
Cluster8231,1,1,1,1,0,4
Cluster8232,1,1,1,1,0,4
Cluster8233,1,1,1,1,0,4
Cluster8234,1,1,1,1,0,4
Cluster8235,1,1,1,1,0,4
Cluster8236,1,1,1,1,0,4
Cluster8237,1,1,1,1,0,4
Cluster8238,1,0,0,0,0,1
Cluster8239,1,1,1,1,0,4
Cluster824,1,0,0,0,0,1
Cluster8240,1,1,1,1,0,4
Cluster8241,1,1,1,1,0,4
Cluster8242,1,0,1,0,0,2
Cluster8243,1,1,1,1,0,4
Cluster8244,1,1,1,1,0,4
Cluster8245,1,1,1,1,0,4
Cluster8246,1,1,0,1,0,3
Cluster8247,1,0,0,0,0,1
Cluster8248,1,1,1,1,0,4
Cluster8249,1,1,1,1,0,4
Cluster825,1,1,1,1,0,4
Cluster8250,1,1,1,1,0,4
Cluster8251,1,0,0,0,0,1
Cluster8252,1,1,1,1,0,4
Cluster8253,1,1,1,1,0,4
Cluster8254,1,1,1,1,0,4
Cluster8255,1,1,1,1,0,4
Cluster8256,1,1,1,1,0,4
Cluster8257,1,1,1,1,0,4
Cluster8258,1,1,0,2,0,3
Cluster8259,1,1,1,1,0,4
Cluster826,1,0,0,0,0,1
Cluster8260,1,2,1,2,0,4
Cluster8261,1,1,0,1,0,3
Cluster8262,1,1,1,1,0,4
Cluster8263,2,1,1,1,0,4
Cluster8264,1,1,1,1,0,4
Cluster8265,1,1,1,1,0,4
Cluster8266,1,1,1,1,0,4
Cluster8267,1,1,1,1,0,4
Cluster8268,0,0,0,1,0,1
Cluster8269,1,1,1,1,0,4
Cluster827,0,1,1,1,0,3
Cluster8270,1,1,1,1,0,4
Cluster8271,1,0,0,0,0,1
Cluster8272,1,0,0,0,0,1
Cluster8273,1,1,1,1,0,4
Cluster8274,1,0,0,0,0,1
Cluster8275,1,1,1,1,0,4
Cluster8276,1,0,1,1,0,3
Cluster8277,1,0,0,0,0,1
Cluster8278,1,0,0,0,0,1
Cluster8279,1,1,1,1,0,4
Cluster828,1,0,0,0,0,1
Cluster8280,1,1,1,1,0,4
Cluster8281,1,1,1,1,0,4
Cluster8282,1,1,1,1,0,4
Cluster8283,1,1,1,1,0,4
Cluster8284,0,0,0,1,0,1
Cluster8285,1,1,0,1,0,3
Cluster8286,1,1,1,1,0,4
Cluster8287,1,1,1,2,0,4
Cluster8288,1,1,1,1,0,4
Cluster8289,1,1,1,1,0,4
Cluster829,1,0,0,0,0,1
Cluster8290,1,1,1,1,0,4
Cluster8291,1,1,1,1,0,4
Cluster8292,1,1,0,1,0,3
Cluster8293,1,1,1,1,0,4
Cluster8294,0,1,0,0,0,1
Cluster8295,1,2,1,1,0,4
Cluster8296,1,1,1,1,0,4
Cluster8297,1,1,1,1,0,4
Cluster8298,1,1,1,1,0,4
Cluster8299,1,1,1,1,0,4
Cluster83,1,1,0,1,0,3
Cluster830,1,0,0,0,0,1
Cluster8300,1,1,1,2,0,4
Cluster8301,1,1,1,1,0,4
Cluster8302,1,1,1,1,0,4
Cluster8303,1,1,1,1,0,4
Cluster8304,1,1,1,1,0,4
Cluster8305,1,1,1,1,0,4
Cluster8306,1,0,1,1,0,3
Cluster8307,1,1,1,1,0,4
Cluster8308,1,1,1,1,0,4
Cluster8309,1,1,1,1,0,4
Cluster831,0,1,1,1,0,3
Cluster8310,1,2,1,2,0,4
Cluster8311,1,1,1,1,0,4
Cluster8312,1,0,1,1,0,3
Cluster8313,0,0,0,1,0,1
Cluster8314,0,0,0,1,0,1
Cluster8315,0,1,0,0,0,1
Cluster8316,0,0,0,1,0,1
Cluster8317,0,0,0,1,0,1
Cluster8318,0,0,1,0,0,1
Cluster8319,0,0,0,1,0,1
Cluster832,1,0,0,0,0,1
Cluster8320,0,1,0,0,0,1
Cluster8321,0,1,0,0,0,1
Cluster8322,0,1,0,0,0,1
Cluster8323,0,1,1,1,0,3
Cluster8324,1,0,0,0,0,1
Cluster8325,0,1,1,1,0,3
Cluster8326,1,0,0,0,0,1
Cluster8327,0,1,1,1,0,3
Cluster8328,0,0,0,0,2,1
Cluster8329,0,1,1,1,0,3
Cluster833,1,0,0,0,0,1
Cluster8330,1,0,0,0,0,1
Cluster8331,1,0,0,0,0,1
Cluster8332,1,0,0,0,0,1
Cluster8333,0,1,0,0,0,1
Cluster8334,0,1,0,0,0,1
Cluster8335,0,1,0,2,0,2
Cluster8336,0,1,0,1,0,2
Cluster8337,0,1,0,0,0,1
Cluster8338,0,0,0,1,0,1
Cluster8339,1,1,1,1,0,4
Cluster834,1,2,1,2,0,4
Cluster8340,1,1,1,1,0,4
Cluster8341,1,1,1,1,0,4
Cluster8342,0,1,1,1,0,3
Cluster8343,1,1,1,1,0,4
Cluster8344,1,1,1,1,0,4
Cluster8345,1,1,1,1,0,4
Cluster8346,1,1,1,1,0,4
Cluster8347,1,1,1,1,0,4
Cluster8348,1,1,1,1,0,4
Cluster8349,1,1,1,0,0,3
Cluster835,1,0,0,0,0,1
Cluster8350,0,1,0,1,0,2
Cluster8351,1,1,1,1,0,4
Cluster8352,0,0,0,0,1,1
Cluster8353,1,1,1,1,0,4
Cluster8354,1,1,0,1,0,3
Cluster8355,1,0,0,0,0,1
Cluster8356,0,0,1,0,0,1
Cluster8357,1,1,1,1,0,4
Cluster8358,1,1,1,1,0,4
Cluster8359,1,1,1,1,0,4
Cluster836,1,0,0,0,0,1
Cluster8360,0,0,0,1,0,1
Cluster8361,0,0,1,0,0,1
Cluster8362,0,0,1,0,0,1
Cluster8363,0,0,0,0,1,1
Cluster8364,0,1,0,0,0,1
Cluster8365,0,1,0,0,0,1
Cluster8366,1,0,0,0,0,1
Cluster8367,1,0,0,0,0,1
Cluster8368,1,0,0,0,0,1
Cluster8369,0,0,1,0,0,1
Cluster837,1,1,1,2,0,4
Cluster8370,1,0,0,0,0,1
Cluster8371,1,0,0,0,0,1
Cluster8372,1,0,0,0,0,1
Cluster8373,1,0,0,0,0,1
Cluster8374,1,0,0,0,0,1
Cluster8375,1,0,0,0,0,1
Cluster8376,1,0,0,0,0,1
Cluster8377,1,0,0,0,0,1
Cluster8378,0,1,1,1,0,3
Cluster8379,1,0,0,0,0,1
Cluster838,1,1,1,1,0,4
Cluster8380,1,1,1,1,0,4
Cluster8381,1,0,1,0,0,2
Cluster8382,1,1,1,1,0,4
Cluster8383,1,1,1,1,0,4
Cluster8384,1,1,1,1,0,4
Cluster8385,1,1,1,1,0,4
Cluster8386,1,1,1,1,0,4
Cluster8387,1,1,1,1,0,4
Cluster8388,0,0,0,1,0,1
Cluster8389,1,1,1,1,0,4
Cluster839,1,2,1,1,0,4
Cluster8390,1,1,1,1,0,4
Cluster8391,1,0,0,0,0,1
Cluster8392,1,1,1,1,0,4
Cluster8393,1,0,0,0,0,1
Cluster8394,0,0,0,1,0,1
Cluster8395,0,0,1,0,0,1
Cluster8396,0,1,0,1,0,2
Cluster8397,1,0,0,0,0,1
Cluster8398,1,0,0,0,0,1
Cluster8399,1,0,0,0,0,1
Cluster84,1,1,1,1,0,4
Cluster840,1,1,1,1,0,4
Cluster8400,0,1,1,1,0,3
Cluster8401,1,0,0,0,0,1
Cluster8402,1,0,0,0,0,1
Cluster8403,1,0,0,0,0,1
Cluster8404,0,1,1,1,0,3
Cluster8405,0,1,1,1,0,3
Cluster8406,0,1,1,1,0,3
Cluster8407,0,1,1,1,0,3
Cluster8408,1,0,0,0,0,1
Cluster8409,1,0,0,0,0,1
Cluster841,1,1,1,1,0,4
Cluster8410,1,1,1,1,0,4
Cluster8411,1,1,1,1,0,4
Cluster8412,1,1,1,1,0,4
Cluster8413,1,1,1,2,0,4
Cluster8414,1,1,0,1,0,3
Cluster8415,1,2,1,1,0,4
Cluster8416,1,2,0,2,0,3
Cluster8417,1,1,1,1,0,4
Cluster8418,2,1,1,2,0,4
Cluster8419,1,1,0,1,0,3
Cluster842,1,1,1,1,0,4
Cluster8420,1,1,1,1,0,4
Cluster8421,0,1,0,0,0,1
Cluster8422,0,0,1,0,0,1
Cluster8423,1,0,0,0,0,1
Cluster8424,1,0,0,0,0,1
Cluster8425,0,0,0,0,1,1
Cluster8426,0,0,0,0,1,1
Cluster8427,1,0,0,0,0,1
Cluster8428,1,0,0,0,0,1
Cluster8429,1,0,0,0,0,1
Cluster843,1,0,1,1,0,3
Cluster8430,1,0,0,0,0,1
Cluster8431,0,0,1,0,0,1
Cluster8432,1,0,0,0,0,1
Cluster8433,0,1,0,1,0,2
Cluster8434,0,1,1,1,0,3
Cluster8435,1,0,0,0,0,1
Cluster8436,1,1,1,1,0,4
Cluster8437,1,1,1,1,0,4
Cluster8438,1,1,1,1,0,4
Cluster8439,1,0,1,1,0,3
Cluster844,1,1,1,1,0,4
Cluster8440,1,0,1,1,0,3
Cluster8441,1,1,1,1,0,4
Cluster8442,1,0,1,1,0,3
Cluster8443,1,1,1,2,0,4
Cluster8444,1,1,1,1,0,4
Cluster8445,1,1,1,1,0,4
Cluster8446,0,0,1,0,0,1
Cluster8447,1,0,0,0,0,1
Cluster8448,1,2,1,2,0,4
Cluster8449,1,1,1,2,0,4
Cluster845,1,1,1,1,0,4
Cluster8450,1,0,1,0,0,2
Cluster8451,1,1,1,1,0,4
Cluster8452,1,1,0,1,0,3
Cluster8453,1,1,1,2,0,4
Cluster8454,1,0,0,1,0,2
Cluster8455,1,1,1,1,0,4
Cluster8456,2,1,1,1,0,4
Cluster8457,1,2,1,1,0,4
